sample_id	size	gc	md5	organism	taxid	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	primary_cluster_id	primary_dist	secondary_cluster_id	secondary_dist
cpe085_3	6141	0.521901970363133	cbd90985b1a4419ce1fd291d05682bfc	Enterobacteriaceae	543	rep_cluster_1195	000483__CP010949_00006	MOBP	NC_019160_00002	-	-	-	-	mobilizable	AA048	0.06	AA156	0.025
cpe086_contig_2	117471	0.5203156523737773	9b3d98e0fdab977de6b3afeb0c7068fc	Enterobacteriaceae	543	IncFIA,IncFIB,IncFII,IncFII	MK878891_00042,000095__NZ_CP014273_00094,KF954760,000121__CP024805	MOBF	NC_017627_00068	MPF_F	NC_008460_00107,NC_010719_00097,NC_019094_00090,NC_010409_00124,NC_019037_00043,NC_022651_00077,08-5333_00200	MOBF	NZ_CM001473	conjugative	AA037	0.06	AA138	0.025
cpe086_contig_3	79654	0.5282095061139428	1c36afba97124b0f92d622c111492c88	Enterobacteriaceae	543	IncFIB,IncFII,rep_cluster_2183	000097__NC_025166_00051,000129__CP018340,CP033468_00001	MOBF,MOBF	CP035180_00077,NC_021231_00058	MPF_F	NC_014312_00116,NC_021502_00150	-	-	conjugative	AA018	0.06	AA103	0.025
cpe086_contig_4	12282	0.5219833903273082	3e9196743ca55a8bf78569ed8d1f8f9e	Enterobacteriaceae	543	rep_cluster_1195	000483__CP010949_00006	MOBP	NC_019160_00002	-	-	-	-	mobilizable	AA048	0.06	AA156	0.025
cpe086_contig_5	15637	0.5123105455010551	6215729c78e3bc48f0eddd5c9ae52a42	Enterobacteriaceae	543	ColRNAI_rep_cluster_1987	CP041116_00002	-	-	-	-	-	-	non-mobilizable	AA007	0.06	AA091	0.025
cpe087_contig_2	153168	0.5152904000835684	2c7b874ceb5e1be0df0d39f080f199b0	Enterobacteriaceae	543	IncFIA,IncFIB,IncFII	000136__AP014877_00014,000095__NZ_CP014273_00094,KF954760	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019000_00022,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_017639_00094,NC_019094_00090,NC_009837_00049,NC_013437_00116,08-5333_00200	-	-	conjugative	AA033	0.06	AA130	0.025
cpe087_contig_3	94193	0.4754281103691357	e1970f569ea92148686d65ba9d7417d2	Enterobacteriaceae	543	rep_cluster_2164	CP041570_00007	-	-	-	-	-	-	non-mobilizable	AA046	0.06	AA154	0.025
cpe088_contig_4	19280	0.4855290456431535	34d908f012074e948554824aaebf5a72	Enterobacteriaceae	543	IncFIB	000107__CP014778_00094	-	-	-	-	-	-	non-mobilizable	AA043	0.06	AA147	0.025
cpe088_contig_5	113505	0.4802872120170917	64e53d55c73f2982f00bae1b176d313a	Enterobacteriaceae	543	rep_cluster_2469	CP032196_00054	-	-	-	-	-	-	non-mobilizable	AA055	0.06	AA163	0.025
cpe088_contig_6	314514	0.4839816351577354	752f8fe85226c5a8680a8b88fcc398b0	Enterobacteriaceae	543	IncFIB	000107__CP014778_00094	MOBH	NC_016980_00239	MPF_F	NC_018107_00101	-	-	conjugative	AA044	0.06	AA148	0.025
cpe090_contig_2	126165	0.5177584908651369	f928146ade6631a4f6c7f9d874f7e4e3	Enterobacteriaceae	543	IncC	000092__CP025470	MOBH,MOBH	NC_012690_00071,NC_012885_00072	MPF_F	NC_016974_00085,NC_012885_00083,NC_014170_00023,NC_009140_00071,NC_012885_00167	MOBH	JQ319772	conjugative	AA001	0.06	AA083	0.025
cpe090_contig_4	6345	0.4800630417651694	1cb7aab05589a7f3fea0c7bf141b4500	Enterobacteriaceae	543	rep_cluster_2324	CP014779_00007	-	-	-	-	-	-	non-mobilizable	AA052	0.06	AA160	0.025
cpe092_contig_1	12522	0.5194857051589203	12a872a4f72f4a5c980420d4562669a0	Enterobacteriaceae	543	rep_cluster_1195	000483__CP010949_00006	MOBP	NC_019160_00002	-	-	-	-	mobilizable	AA048	0.06	AA156	0.025
cpe092_contig_3	82648	0.4741191559384377	6c69222a8eca7eb84aad91f34a3b986c	Enterobacteriaceae	543	IncY	000230__CP009168_00001	-	-	-	-	-	-	non-mobilizable	AA045	0.06	AA152	0.025
cpe092_contig_4	93332	0.4756889384134059	68b601ad6c39a9ca44f072f8e83c6856	Enterobacteriaceae	543	rep_cluster_1704	001113__CP011430_00070	-	-	-	-	-	-	non-mobilizable	AA047	0.06	AA155	0.025
cpe092_contig_5	93258	0.5211885307426709	946be83b1e07a1e06d3a59a2839f28c1	Enterobacteriaceae	543	IncFIA,IncFIA,IncFIB	AF250878,000136__AP014877_00014,000095__NZ_CP014273_00094	-	-	-	-	-	-	non-mobilizable	AA038	0.06	AA142	0.025
cpe092_contig_6	38418	0.4869071789265448	12e8af8cbdb5a0cc6892ad4998d26529	Enterobacteriaceae	543	IncI-gamma/K1	KC788405	MOBP	NC_019097	MPF_I	NC_019097_00056	MOBP	JN253636	conjugative	AA030	0.06	AA125	0.025
cpe093_2	347401	0.4743970224610752	4260c97445e7800d09d68c589ec95605	Enterobacteriaceae	543	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207,NC_005211_00012	MOBH	NC_017500	conjugative	AA029	0.06	AA124	0.025
cpe097_contig_2	116711	0.5310639099999143	909f25c54146bd08a5040c4ddc6aefef	Enterobacteriaceae	543	IncFIA,IncFII,rep_cluster_2183	AF250878,000129__CP018340,CP017721_00179	MOBF,MOBF	CP035180_00077,NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_021654_00004,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00131,NC_021502_00150	-	-	conjugative	AA020	0.06	AA110	0.025
cpe097_contig_3	254804	0.4617038978979921	39ba470da68fc12e2c7eccd2d012a56a	Enterobacteriaceae	543	IncFIB,IncHI1B,rep_cluster_1254	CP024497_00001,JN420336,000562__KT346360_00001	MOBH	NC_016980_00239	MPF_F	NC_016980_00110,NC_016980_00109,NC_018107_00235,NC_023911_00309,NC_016980_00240,NC_018107_00101,NC_016980_00099	-	-	conjugative	AA042	0.06	AA146	0.025
cpe098_contig_2	83963	0.5030668270547741	8fe96ad6030eb92fae363a77ce91d69f	Enterobacteriaceae	543	IncFIA,IncFIB,IncFII,IncFII	000136__AP014877_00014,000095__NZ_CP014273_00094,KF954760,000121__CP024805	MOBF	NC_011980_00044	-	-	-	-	mobilizable	AA037	0.06	AA137	0.025
cpe098_contig_3	51479	0.4637036461469725	1beefcb3331ecb7f9d91be5906ea6264	Enterobacteriaceae	543	IncX3,rep_cluster_1195	000221__NC_025130_00012,000483__CP010949_00006	MOBP	NC_020552_00059	MPF_T	NC_023277_00163,NC_019157_00029,NC_019157_00030,NC_019083_00030,NC_017624_00009	-	-	conjugative	AA023	0.06	AA113	0.025
cpe098_contig_4	31765	0.4133165433653392	b497788851e2ee39ed62d3daa934528a	Enterobacteriaceae	543	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_021079_00038,NC_013718_00045,NC_013718_00044,NC_013718_00041	-	-	conjugative	AA041	0.06	AA145	0.025
cpe099_2	107494	0.5134891249744171	90a1b384bf625e5e95af00b1274a3c30	Enterobacteriaceae	543	IncFIA,IncFIB,IncFII,IncFII,IncQ1	MK878891_00042,000095__NZ_CP014273_00094,000121__CP024805,KF954760,000195__NC_013728_00014	MOBF	NC_017627_00068	MPF_F	NC_008460_00107,NC_010719_00097,08-5333_00200	-	-	conjugative	AA037	0.06	AA138	0.025
cpe099_3	48544	0.4997116018457482	47e6a92c10a9ac76c413cf76089698fa	Enterobacteriaceae	543	IncI-gamma/K1	KC788405	MOBP	NC_019097	MPF_I	NC_019097_00056	MOBP	JN253636	conjugative	AA030	0.06	AA125	0.025
cpe099_4	46161	0.4665193561664608	949c56fc81d1b77701365d8a4d638e92	Enterobacteriaceae	543	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163	-	-	conjugative	AA023	0.06	AA113	0.025
cpe102_contig_2	197159	0.5175924000426052	8558ffda6b8857c118ae9307534ec4d0	Enterobacteriaceae	543	IncFIB,IncFII	000107__CP014778_00094,000128__CP023916	MOBF,MOBF	NC_021231_00058,CP035180_00077	MPF_F	NC_014312_00141,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021231_00085,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA024	0.06	AA117	0.025
cpe102_contig_3	80252	0.4736953596172058	628c0466de2b5a3b9583efdb0f7887c8	Enterobacteriaceae	543	IncFII,rep_cluster_1418,rep_cluster_2183	000130__CP023489,000759__NC_013950_00034,CP017721_00179	MOBF	CP045692_00039	-	-	-	-	mobilizable	AA017	0.06	AA101	0.025
cpe102_contig_4	93756	0.5424292845257903	85547867747bdefd9b67535cdd33849d	Enterobacteriaceae	543	IncFIA,IncFII,rep_cluster_2183	AF250878,000129__CP018340,CP033468_00001	MOBF	CP024544_00079	MPF_F	NC_022609_00095,NC_019165_00034,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA021	0.06	AA111	0.025
cpe102_contig_5	47125	0.4614535809018568	cfa99254ca157f9d30061df4c1dfc5ab	Enterobacteriaceae	543	IncX3,rep_cluster_1195	000221__NC_025130_00012,000483__CP010949_00006	MOBP	NC_020552_00059	MPF_T	NC_023277_00163,NC_019157_00029,NC_019157_00030,NC_019083_00030,NC_017624_00009	-	-	conjugative	AA023	0.06	AA113	0.025
cpe104_2	47129	0.4614568524687559	949d2badc2cf11a566d423270ba93b76	Enterobacteriaceae	543	IncX3,rep_cluster_1195	000221__NC_025130_00012,000483__CP010949_00006	MOBP	NC_020552_00059	MPF_T	NC_023277_00163,NC_019157_00029,NC_019157_00030,NC_019083_00030,NC_017624_00009	-	-	conjugative	AA023	0.06	AA113	0.025
cpe105_contig_2	168344	0.5198106258613315	a1c9a6facad3e3504dbf4896c17119fc	Enterobacteriaceae	543	IncFIB,IncFII	000106__CP022118,000127__CP009275	-	-	MPF_F	NC_022609_00070,NC_014312_00118,NC_014312_00116	-	-	non-mobilizable	AA025	0.06	AA120	0.025
cpe105_contig_3	69424	0.4767227471767688	feef1cbfb1ca5fdebdc2c8edd9fcef1e	Enterobacteriaceae	543	IncFII,rep_cluster_1418,rep_cluster_2183	000130__CP023489,000759__NC_013950_00034,CP017721_00179	MOBF	CP045692_00039	-	-	-	-	mobilizable	AA017	0.06	AA101	0.025
cpe105_contig_4	48450	0.463219814241486	ddc62c0ccabf1c646ebd6098554a7f5d	Enterobacteriaceae	543	IncX3,rep_cluster_1195	000221__NC_025130_00012,000483__CP010949_00006	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163	-	-	conjugative	AA023	0.06	AA113	0.025
cpe105_contig_5	119096	0.5203113454692013	8cb56f5953c84d3406388c22a0eb2b72	Enterobacteriaceae	543	IncFII	000129__CP018340	MOBF	CP008789_00079	MPF_F	NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_022609_00081,NC_014312_00128,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_021502_00150,NC_021502_00131	-	-	conjugative	AA022	0.06	AA112	0.025
cpe105_contig_6	9507	0.4555590617439781	5c0f95a22c02b61cb023d0a39c51214f	Enterobacteriaceae	543	ColRNAI_rep_cluster_1987	CP024554_00008	-	-	-	-	-	-	non-mobilizable	AA015	0.06	AA099	0.025
icp157_2	96285	0.5152723684893805	a109cf175d8adfa4e009f8e6262dee59	Enterobacteriaceae	543	IncC	000092__CP025470	-	-	MPF_F	NC_012885_00167	MOBH	JQ319772	mobilizable	AA001	0.06	AA083	0.025
icp157_3	53481	0.5350124343224697	72a81e56f69eff802e01425bcae96814	Enterobacteriaceae	543	IncFIA,IncR	AF250878,000204__CP008701_00115	-	-	-	-	MOBF	NZ_CP016035	mobilizable	AA005	0.06	AA089	0.025
